,Entropia,Uni%,Broad%,Paquetes,2048%, 2054%, 33024%,34999%, 34525%
8,1.29044218146154,0.953743930488117,0.046256069511884,46956,0.708982877587529,0.02719567254451,0.056819149842406,0.2062569213732,0.000638895987733
9,1.6057286126514,0.943192637258013,0.056807362741987,22057,0.577730425715192,0.036133653715374,0.099560230312373,0.2852155778211,0.001360112435961
10,1.76917693266022,0.948981826144077,0.051018173855923,13701,0.498941683088826,0.036566673965404,0.155974016495146,0.306400992628275,0.002116633822349
11,2.18668664141894,0.747971223021583,0.252028776978417,17375,0.406273381294964,0.135251798561151,0.222158273381295,0.234589928057554,0.001726618705036
12,1.8676243898198,0.824988542621448,0.175011457378552,17456,0.565249770852429,0.105923464711274,0.14275893675527,0.185151237396884,0.000916590284143
13,1.99386556106579,0.787315940612207,0.212684059387792,16367,0.527097207796175,0.115659558868455,0.168876397629376,0.186533879147064,0.001710759455001
14,1.25370635714197,0.9779643798902,0.0220356201098,92532,0.58884494012882,0.013638525050793,0.028746811913716,0.368434703670082,0.000302598020144
15,0.920543760658574,0.97690408357075,0.02309591642925,52650,0.825679012345679,0.015118708452042,0.039506172839506,0.119411206077873,0.0002849002849
16,0.769347400114515,0.987810268014992,0.012189731985008,113128,0.850319991514037,0.007221907927304,0.017475779647833,0.124805530019093,0.000176790891733
17,0.264177130031693,0.99301055564653,0.00698944435347,384723,0.967142593502338,0.003917103994302,0.007478107625486,0.021389415241615,7.27796362577751E-05
18,0.357646331844838,0.994217091958463,0.005782908041537,440090,0.946685905155764,0.003503828762299,0.006185098502579,0.043556999704606,6.58956122611284E-05
19,0.148675051215661,0.995449933901067,0.004550066098933,715594,0.983819037051736,0.002459495188613,0.004650681811195,0.009023272973222,4.19232134422592E-05
20,0.226413049092085,0.99285791605921,0.00714208394079,434187,0.972983990768954,0.003952214138148,0.007017713565814,0.015990805804872,5.29725671196973E-05
21,0.675564910503092,0.977327262659201,0.022672737340799,97518,0.887364384011157,0.013741052933817,0.022283065690437,0.076406407022293,0.000194835825181
22,0.146618493733987,0.998739113256489,0.001260886743511,582130,0.982672255338155,0.000894989091784,0.003258722278529,0.013122498411008,5.15348805249687E-05
23,0.139971686640398,0.997796708080093,0.002203291919907,614535,0.984176653892781,0.001459640215773,0.003348873538529,0.010967642201014,4.71901519034717E-05
0,0.117174499642781,0.999001796478672,0.000998203521328,695249,0.986878082528706,0.000703345132463,0.002755847185685,0.009626766813041,3.59583401054874E-05
1,0.640274846197122,0.989687055476529,0.010312944523471,39368,0.896387929282666,0.009220686852266,0.027306441780126,0.066500711237553,0.000584230847389
2,1.30988335196664,0.941119691119691,0.058880308880309,13468,0.747846747846748,0.048782298782299,0.073878823878824,0.128378378378378,0.001113751113751
3,1.59084385576532,0.883826316223119,0.116173683776881,12137,0.671829941501195,0.082227898162643,0.102908461728598,0.141962593721678,0.001071104885886
4,1.44716379205876,0.921804781592666,0.078195218407334,11126,0.710048534963149,0.062286536041704,0.083857630774762,0.142548984360956,0.001258313859428
5,1.31988817681664,0.945052955553544,0.054947044446456,11047,0.746175432244048,0.051597718837694,0.071784194804019,0.129356386349235,0.001086267765004
6,1.54606195126407,0.928634264350121,0.071365735649879,9094,0.686496591159006,0.057730371673631,0.090829118099846,0.162744666813283,0.001869364416099
7,1.98554192836394,0.800935399006139,0.199064600993861,6842,0.544723764981,0.138117509500146,0.154340836012862,0.16150248465361,0.001315404852382
