,Entropia,Uni%,Broad%,Paquetes,2048%, 2054%, 33024%,34999%, 34525%
16,0.040575176910379,0.999401745156764,0.000598254843236,1350595,0.996089871501079,0.000771511815163,0,0.003122327566739,1.40678737889597E-05
