,Entropia,Uni%,Broad%,Paquetes,2048%, 2054%, 33024%,34999%, 34525%
23,0.097864292034352,0.010934937124112,0.989065062875888,3658,0.994532531437944,0,0,0.005467468562056,0
00,0.023950426793148,0.002217294900222,0.997782705099778,3608,0.999722838137472,0,0,0.000277161862528,0
01,0.248673450730262,0.034127495170638,0.965872504829362,3106,0.98422408242112,0,0,0.01577591757888,0
10,0.875386315827528,0.182534471437951,0.817465528562049,4569,0.913328956007879,0.000656598818122,0,0.086014445173999,0
11,0.411180952828381,0.06593131110554,0.93406868889446,3989,0.977939333166207,0,0,0.022060666833793,0
12,0.29055485159667,0.044736842105263,0.955263157894737,3800,0.993421052631579,0,0,0.006578947368421,0
13,0.210386053092048,0.032778076303063,0.967221923696937,3722,0.999731327243418,0,0,0.000268672756582,0
14,0.445472600385579,0.080368250808659,0.919631749191341,4019,0.99054491166957,0,0,0.00945508833043,0
15,0.399982620556232,0.076808721506442,0.923191278493558,4036,0.998761149653122,0,0,0.001238850346878,0
16,0.402448225695657,0.077494429314187,0.922505570685813,4039,0.998762069819262,0,0,0.001237930180738,0
17,0.387033315333812,0.075087021382397,0.924912978617603,4022,0.999751367478866,0,0,0.000248632521134,0
18,0.505574613441855,0.099546431129148,0.900453568870852,4189,0.992599665791358,0,0,0.007400334208642,0
19,0.101428076981836,0.012520413718019,0.987479586281982,3674,0.99918345127926,0,0,0.00081654872074,0
