port,protocolo,estado,flags
566,udp,filtrado,
567,tcp,filtrado,
567,udp,filtrado,
568,tcp,cerrado,
568,udp,abierto|filtrado,
569,tcp,cerrado,
569,udp,abierto|filtrado,
570,tcp,cerrado,
570,udp,filtrado,
571,tcp,filtrado,
571,udp,filtrado,
572,tcp,filtrado,
572,udp,filtrado,
573,tcp,cerrado,
573,udp,abierto|filtrado,
574,tcp,cerrado,
574,udp,abierto|filtrado,
575,tcp,cerrado,
575,udp,abierto|filtrado,
576,tcp,cerrado,
576,udp,filtrado,
577,tcp,filtrado,
577,udp,filtrado,
578,tcp,filtrado,
578,udp,filtrado,
579,tcp,cerrado,
579,udp,abierto|filtrado,
580,tcp,cerrado,
580,udp,abierto|filtrado,
581,tcp,cerrado,
581,udp,filtrado,
582,tcp,filtrado,
582,udp,filtrado,
583,tcp,filtrado,
583,udp,filtrado,
584,tcp,cerrado,
584,udp,abierto|filtrado,
585,tcp,cerrado,
585,udp,abierto|filtrado,
586,tcp,cerrado,
586,udp,filtrado,
587,tcp,filtrado,
587,udp,filtrado,
588,tcp,filtrado,
588,udp,filtrado,
589,tcp,filtrado,
589,udp,filtrado,
590,tcp,cerrado,
590,udp,abierto|filtrado,
591,tcp,cerrado,
591,udp,abierto|filtrado,
592,tcp,cerrado,
592,udp,filtrado,
593,tcp,filtrado,
593,udp,filtrado,
594,tcp,filtrado,
594,udp,filtrado,
595,tcp,cerrado,
595,udp,abierto|filtrado,
596,tcp,cerrado,
596,udp,abierto|filtrado,
597,tcp,cerrado,
597,udp,filtrado,
598,tcp,filtrado,
598,udp,filtrado,
599,tcp,filtrado,
599,udp,filtrado,
600,tcp,filtrado,
600,udp,filtrado,
601,tcp,cerrado,
601,udp,abierto|filtrado,
602,tcp,cerrado,
602,udp,abierto|filtrado,
603,tcp,cerrado,
603,udp,filtrado,
604,tcp,filtrado,
604,udp,filtrado,
605,tcp,filtrado,
605,udp,filtrado,
606,tcp,cerrado,
606,udp,abierto|filtrado,
607,tcp,cerrado,
607,udp,abierto|filtrado,
608,tcp,cerrado,
608,udp,filtrado,
609,tcp,filtrado,
609,udp,filtrado,
610,tcp,filtrado,
610,udp,filtrado,
611,tcp,filtrado,
611,udp,filtrado,
612,tcp,cerrado,
612,udp,abierto|filtrado,
613,tcp,cerrado,
613,udp,abierto|filtrado,
614,tcp,cerrado,
614,udp,filtrado,
615,tcp,filtrado,
615,udp,filtrado,
616,tcp,filtrado,
616,udp,filtrado,
617,tcp,cerrado,
617,udp,abierto|filtrado,
618,tcp,cerrado,
618,udp,abierto|filtrado,
619,tcp,cerrado,
619,udp,filtrado,
620,tcp,filtrado,
620,udp,filtrado,
621,tcp,filtrado,
621,udp,filtrado,
622,tcp,cerrado,
622,udp,abierto|filtrado,
623,tcp,cerrado,
623,udp,abierto|filtrado,
624,tcp,cerrado,
624,udp,abierto|filtrado,
625,tcp,cerrado,
625,udp,filtrado,
626,tcp,filtrado,
626,udp,filtrado,
627,tcp,filtrado,
627,udp,filtrado,
628,tcp,cerrado,
628,udp,abierto|filtrado,
629,tcp,cerrado,
629,udp,abierto|filtrado,
630,tcp,cerrado,
630,udp,filtrado,
631,tcp,filtrado,
631,udp,filtrado,
632,tcp,filtrado,
632,udp,abierto|filtrado,
633,tcp,cerrado,
633,udp,filtrado,
634,tcp,cerrado,
634,udp,abierto|filtrado,
635,tcp,cerrado,
635,udp,abierto|filtrado,
636,tcp,cerrado,
636,udp,filtrado,
637,tcp,filtrado,
637,udp,filtrado,
638,tcp,filtrado,
638,udp,filtrado,
639,tcp,cerrado,
639,udp,abierto|filtrado,
640,tcp,cerrado,
640,udp,abierto|filtrado,
641,tcp,cerrado,
641,udp,filtrado,
642,tcp,filtrado,
642,udp,filtrado,
643,tcp,filtrado,
643,udp,filtrado,
644,tcp,cerrado,
644,udp,abierto|filtrado,
645,tcp,cerrado,
645,udp,abierto|filtrado,
646,tcp,cerrado,
646,udp,abierto|filtrado,
647,tcp,cerrado,
647,udp,filtrado,
648,tcp,filtrado,
648,udp,filtrado,
649,tcp,filtrado,
649,udp,filtrado,
650,tcp,cerrado,
650,udp,abierto|filtrado,
651,tcp,cerrado,
651,udp,abierto|filtrado,
652,tcp,cerrado,
652,udp,filtrado,
653,tcp,filtrado,
653,udp,filtrado,
654,tcp,filtrado,
654,udp,filtrado,
655,tcp,cerrado,
655,udp,abierto|filtrado,
656,tcp,cerrado,
656,udp,abierto|filtrado,
657,tcp,cerrado,
657,udp,filtrado,
658,tcp,filtrado,
658,udp,filtrado,
659,tcp,filtrado,
659,udp,filtrado,
660,tcp,cerrado,
660,udp,abierto|filtrado,
661,tcp,cerrado,
661,udp,abierto|filtrado,
662,tcp,cerrado,
662,udp,filtrado,
663,tcp,filtrado,
663,udp,filtrado,
664,tcp,cerrado,
664,udp,filtrado,
665,tcp,cerrado,
665,udp,filtrado,
666,tcp,cerrado,
666,udp,filtrado,
667,tcp,cerrado,
667,udp,abierto|filtrado,
668,tcp,cerrado,
668,udp,abierto|filtrado,
669,tcp,cerrado,
669,udp,filtrado,
670,tcp,filtrado,
670,udp,filtrado,
671,tcp,filtrado,
671,udp,filtrado,
672,tcp,filtrado,
672,udp,filtrado,
673,tcp,cerrado,
673,udp,abierto|filtrado,
674,tcp,cerrado,
674,udp,abierto|filtrado,
675,tcp,cerrado,
675,udp,filtrado,
676,tcp,filtrado,
676,udp,filtrado,
677,tcp,filtrado,
677,udp,filtrado,
678,tcp,cerrado,
678,udp,abierto|filtrado,
679,tcp,cerrado,
679,udp,abierto|filtrado,
680,tcp,cerrado,
680,udp,filtrado,
681,tcp,filtrado,
681,udp,filtrado,
682,tcp,filtrado,
682,udp,filtrado,
683,tcp,cerrado,
683,udp,abierto|filtrado,
684,tcp,cerrado,
684,udp,abierto|filtrado,
685,tcp,cerrado,
685,udp,filtrado,
686,tcp,filtrado,
686,udp,filtrado,
687,tcp,filtrado,
687,udp,filtrado,
688,tcp,cerrado,
688,udp,abierto|filtrado,
689,tcp,cerrado,
689,udp,abierto|filtrado,
690,tcp,cerrado,
690,udp,abierto|filtrado,
691,tcp,cerrado,
691,udp,filtrado,
692,tcp,filtrado,
692,udp,filtrado,
693,tcp,filtrado,
693,udp,filtrado,
694,tcp,cerrado,
694,udp,abierto|filtrado,
695,tcp,cerrado,
695,udp,abierto|filtrado,
696,tcp,cerrado,
696,udp,filtrado,
697,tcp,filtrado,
697,udp,filtrado,
698,tcp,filtrado,
698,udp,filtrado,
699,tcp,cerrado,
699,udp,abierto|filtrado,
700,tcp,cerrado,
700,udp,abierto|filtrado,
701,tcp,cerrado,
701,udp,abierto|filtrado,
702,tcp,cerrado,
702,udp,filtrado,
703,tcp,filtrado,
703,udp,filtrado,
704,tcp,filtrado,
704,udp,filtrado,
705,tcp,cerrado,
705,udp,abierto|filtrado,
706,tcp,cerrado,
706,udp,abierto|filtrado,
707,tcp,cerrado,
707,udp,filtrado,
708,tcp,filtrado,
708,udp,filtrado,
709,tcp,filtrado,
709,udp,filtrado,
710,tcp,cerrado,
710,udp,abierto|filtrado,
711,tcp,cerrado,
711,udp,abierto|filtrado,
712,tcp,cerrado,
712,udp,abierto|filtrado,
713,tcp,cerrado,
713,udp,filtrado,
714,tcp,filtrado,
714,udp,filtrado,
715,tcp,filtrado,
715,udp,filtrado,
716,tcp,cerrado,
716,udp,abierto|filtrado,
717,tcp,cerrado,
717,udp,abierto|filtrado,
718,tcp,cerrado,
718,udp,filtrado,
719,tcp,filtrado,
719,udp,filtrado,
720,tcp,filtrado,
720,udp,filtrado,
721,tcp,cerrado,
721,udp,abierto|filtrado,
722,tcp,cerrado,
722,udp,abierto|filtrado,
723,tcp,cerrado,
723,udp,filtrado,
724,tcp,filtrado,
724,udp,filtrado,
725,tcp,filtrado,
725,udp,filtrado,
726,tcp,cerrado,
726,udp,abierto|filtrado,
727,tcp,cerrado,
727,udp,abierto|filtrado,
728,tcp,cerrado,
728,udp,abierto|filtrado,
729,tcp,cerrado,
729,udp,filtrado,
730,tcp,filtrado,
730,udp,filtrado,
731,tcp,filtrado,
731,udp,filtrado,
732,tcp,cerrado,
732,udp,abierto|filtrado,
733,tcp,cerrado,
733,udp,abierto|filtrado,
734,tcp,cerrado,
734,udp,filtrado,
735,tcp,filtrado,
735,udp,filtrado,
736,tcp,filtrado,
736,udp,filtrado,
737,tcp,cerrado,
737,udp,abierto|filtrado,
738,tcp,cerrado,
738,udp,abierto|filtrado,
739,tcp,cerrado,
739,udp,filtrado,
740,tcp,filtrado,
740,udp,filtrado,
741,tcp,filtrado,
741,udp,filtrado,
742,tcp,filtrado,
742,udp,filtrado,
743,tcp,cerrado,
743,udp,abierto|filtrado,
744,tcp,cerrado,
744,udp,abierto|filtrado,
745,tcp,cerrado,
745,udp,filtrado,
746,tcp,filtrado,
746,udp,filtrado,
747,tcp,filtrado,
747,udp,filtrado,
748,tcp,cerrado,
748,udp,abierto|filtrado,
749,tcp,cerrado,
749,udp,abierto|filtrado,
750,tcp,cerrado,
750,udp,filtrado,
751,tcp,filtrado,
751,udp,filtrado,
752,tcp,filtrado,
752,udp,filtrado,
753,tcp,cerrado,
753,udp,abierto|filtrado,
754,tcp,cerrado,
754,udp,abierto|filtrado,
755,tcp,cerrado,
755,udp,filtrado,
756,tcp,filtrado,
756,udp,filtrado,
757,tcp,filtrado,
757,udp,filtrado,
758,tcp,cerrado,
758,udp,abierto|filtrado,
759,tcp,cerrado,
759,udp,abierto|filtrado,
760,tcp,cerrado,
760,udp,abierto|filtrado,
761,tcp,cerrado,
761,udp,filtrado,
762,tcp,filtrado,
762,udp,filtrado,
763,tcp,filtrado,
763,udp,filtrado,
764,tcp,cerrado,
764,udp,abierto|filtrado,
765,tcp,cerrado,
765,udp,abierto|filtrado,
766,tcp,cerrado,
766,udp,filtrado,
767,tcp,filtrado,
767,udp,filtrado,
768,tcp,filtrado,
768,udp,filtrado,
769,tcp,cerrado,
769,udp,abierto|filtrado,
770,tcp,cerrado,
770,udp,abierto|filtrado,
771,tcp,cerrado,
771,udp,filtrado,
772,tcp,filtrado,
772,udp,filtrado,
773,tcp,filtrado,
773,udp,filtrado,
774,tcp,filtrado,
774,udp,filtrado,
775,tcp,cerrado,
775,udp,abierto|filtrado,
776,tcp,cerrado,
776,udp,abierto|filtrado,
777,tcp,cerrado,
777,udp,filtrado,
778,tcp,filtrado,
778,udp,filtrado,
779,tcp,filtrado,
779,udp,filtrado,
780,tcp,cerrado,
780,udp,abierto|filtrado,
781,tcp,cerrado,
781,udp,abierto|filtrado,
782,tcp,cerrado,
782,udp,filtrado,
783,tcp,filtrado,
783,udp,filtrado,
784,tcp,filtrado,
784,udp,filtrado,
785,tcp,filtrado,
785,udp,filtrado,
786,tcp,cerrado,
786,udp,abierto|filtrado,
787,tcp,cerrado,
787,udp,abierto|filtrado,
788,tcp,cerrado,
788,udp,filtrado,
789,tcp,filtrado,
789,udp,filtrado,
790,tcp,filtrado,
790,udp,filtrado,
791,tcp,cerrado,
791,udp,abierto|filtrado,
792,tcp,cerrado,
792,udp,abierto|filtrado,
793,tcp,cerrado,
793,udp,filtrado,
794,tcp,filtrado,
794,udp,filtrado,
795,tcp,filtrado,
795,udp,filtrado,
796,tcp,filtrado,
796,udp,filtrado,
797,tcp,cerrado,
797,udp,abierto|filtrado,
798,tcp,cerrado,
798,udp,abierto|filtrado,
799,tcp,cerrado,
799,udp,filtrado,
800,tcp,filtrado,
800,udp,filtrado,
801,tcp,filtrado,
801,udp,filtrado,
802,tcp,cerrado,
802,udp,abierto|filtrado,
803,tcp,cerrado,
803,udp,abierto|filtrado,
804,tcp,filtrado,
804,udp,filtrado,
805,tcp,cerrado,
805,udp,abierto|filtrado,
806,tcp,cerrado,
806,udp,abierto|filtrado,
807,tcp,cerrado,
807,udp,filtrado,
808,tcp,filtrado,
808,udp,filtrado,
809,tcp,filtrado,
809,udp,filtrado,
810,tcp,cerrado,
810,udp,abierto|filtrado,
811,tcp,cerrado,
811,udp,abierto|filtrado,
812,tcp,cerrado,
812,udp,filtrado,
813,tcp,filtrado,
813,udp,filtrado,
814,tcp,filtrado,
814,udp,filtrado,
815,tcp,filtrado,
815,udp,filtrado,
816,tcp,cerrado,
816,udp,abierto|filtrado,
817,tcp,cerrado,
817,udp,filtrado,
818,tcp,filtrado,
818,udp,filtrado,
819,tcp,filtrado,
819,udp,filtrado,
820,tcp,cerrado,
820,udp,abierto|filtrado,
821,tcp,cerrado,
821,udp,abierto|filtrado,
822,tcp,cerrado,
822,udp,abierto|filtrado,
823,tcp,cerrado,
823,udp,abierto|filtrado,
824,tcp,cerrado,
824,udp,abierto|filtrado,
825,tcp,cerrado,
825,udp,filtrado,
826,tcp,cerrado,
826,udp,abierto|filtrado,
827,tcp,cerrado,
827,udp,abierto|filtrado,
828,tcp,cerrado,
828,udp,abierto|filtrado,
829,tcp,cerrado,
829,udp,filtrado,
830,tcp,filtrado,
830,udp,filtrado,
831,tcp,filtrado,
831,udp,filtrado,
832,tcp,cerrado,
832,udp,abierto|filtrado,
833,tcp,cerrado,
833,udp,abierto|filtrado,
834,tcp,cerrado,
834,udp,filtrado,
835,tcp,filtrado,
835,udp,filtrado,
836,tcp,filtrado,
836,udp,filtrado,
837,tcp,cerrado,
837,udp,abierto|filtrado,
838,tcp,cerrado,
838,udp,abierto|filtrado,
839,tcp,cerrado,
839,udp,abierto|filtrado,
840,tcp,cerrado,
840,udp,filtrado,
841,tcp,filtrado,
841,udp,filtrado,
842,tcp,filtrado,
842,udp,filtrado,
843,tcp,cerrado,
843,udp,abierto|filtrado,
844,tcp,cerrado,
844,udp,abierto|filtrado,
845,tcp,cerrado,
845,udp,filtrado,
846,tcp,filtrado,
846,udp,filtrado,
847,tcp,filtrado,
847,udp,filtrado,
848,tcp,cerrado,
848,udp,abierto|filtrado,
849,tcp,cerrado,
849,udp,abierto|filtrado,
850,tcp,cerrado,
850,udp,abierto|filtrado,
851,tcp,cerrado,
851,udp,filtrado,
852,tcp,filtrado,
852,udp,filtrado,
853,tcp,filtrado,
853,udp,filtrado,
854,tcp,cerrado,
854,udp,abierto|filtrado,
855,tcp,cerrado,
855,udp,abierto|filtrado,
856,tcp,cerrado,
856,udp,filtrado,
857,tcp,filtrado,
857,udp,filtrado,
858,tcp,filtrado,
858,udp,filtrado,
859,tcp,cerrado,
859,udp,abierto|filtrado,
860,tcp,cerrado,
860,udp,abierto|filtrado,
861,tcp,cerrado,
861,udp,abierto|filtrado,
862,tcp,cerrado,
862,udp,filtrado,
863,tcp,cerrado,
863,udp,abierto|filtrado,
864,tcp,cerrado,
864,udp,abierto|filtrado,
865,tcp,cerrado,
865,udp,filtrado,
866,tcp,filtrado,
866,udp,filtrado,
867,tcp,filtrado,
867,udp,filtrado,
868,tcp,filtrado,
868,udp,filtrado,
869,tcp,cerrado,
869,udp,abierto|filtrado,
870,tcp,cerrado,
870,udp,abierto|filtrado,
871,tcp,cerrado,
871,udp,filtrado,
872,tcp,cerrado,
872,udp,abierto|filtrado,
873,tcp,cerrado,
873,udp,abierto|filtrado,
874,tcp,cerrado,
874,udp,filtrado,
875,tcp,filtrado,
875,udp,filtrado,
876,tcp,filtrado,
876,udp,filtrado,
877,tcp,cerrado,
877,udp,abierto|filtrado,
878,tcp,cerrado,
878,udp,abierto|filtrado,
879,tcp,cerrado,
879,udp,abierto|filtrado,
880,tcp,cerrado,
880,udp,filtrado,
881,tcp,filtrado,
881,udp,filtrado,
882,tcp,filtrado,
882,udp,filtrado,
883,tcp,cerrado,
883,udp,abierto|filtrado,
884,tcp,cerrado,
884,udp,abierto|filtrado,
885,tcp,cerrado,
885,udp,filtrado,
886,tcp,filtrado,
886,udp,filtrado,
887,tcp,filtrado,
887,udp,filtrado,
888,tcp,cerrado,
888,udp,abierto|filtrado,
889,tcp,cerrado,
889,udp,abierto|filtrado,
890,tcp,cerrado,
890,udp,abierto|filtrado,
891,tcp,cerrado,
891,udp,filtrado,
892,tcp,filtrado,
892,udp,filtrado,
893,tcp,filtrado,
893,udp,filtrado,
894,tcp,cerrado,
894,udp,abierto|filtrado,
895,tcp,cerrado,
895,udp,abierto|filtrado,
896,tcp,cerrado,
896,udp,filtrado,
897,tcp,filtrado,
897,udp,filtrado,
898,tcp,filtrado,
898,udp,filtrado,
899,tcp,filtrado,
899,udp,filtrado,
900,tcp,cerrado,
900,udp,abierto|filtrado,
901,tcp,cerrado,
901,udp,abierto|filtrado,
902,tcp,cerrado,
902,udp,filtrado,
903,tcp,filtrado,
903,udp,filtrado,
904,tcp,filtrado,
904,udp,filtrado,
905,tcp,cerrado,
905,udp,abierto|filtrado,
906,tcp,cerrado,
906,udp,abierto|filtrado,
907,tcp,cerrado,
907,udp,filtrado,
908,tcp,filtrado,
908,udp,filtrado,
909,tcp,filtrado,
909,udp,filtrado,
910,tcp,filtrado,
910,udp,filtrado,
911,tcp,cerrado,
911,udp,abierto|filtrado,
912,tcp,cerrado,
912,udp,abierto|filtrado,
913,tcp,cerrado,
913,udp,filtrado,
914,tcp,filtrado,
914,udp,filtrado,
915,tcp,filtrado,
915,udp,filtrado,
916,tcp,cerrado,
916,udp,abierto|filtrado,
917,tcp,filtrado,
917,udp,filtrado,
918,tcp,cerrado,
918,udp,filtrado,
919,tcp,filtrado,
919,udp,filtrado,
920,tcp,filtrado,
920,udp,filtrado,
921,tcp,cerrado,
921,udp,abierto|filtrado,
922,tcp,cerrado,
922,udp,abierto|filtrado,
923,tcp,cerrado,
923,udp,abierto|filtrado,
924,tcp,cerrado,
924,udp,filtrado,
925,tcp,filtrado,
925,udp,filtrado,
926,tcp,cerrado,
926,udp,abierto|filtrado,
927,tcp,cerrado,
927,udp,abierto|filtrado,
928,tcp,cerrado,
928,udp,filtrado,
929,tcp,filtrado,
929,udp,filtrado,
930,tcp,filtrado,
930,udp,filtrado,
931,tcp,filtrado,
931,udp,filtrado,
932,tcp,cerrado,
932,udp,abierto|filtrado,
933,tcp,cerrado,
933,udp,abierto|filtrado,
934,tcp,cerrado,
934,udp,filtrado,
935,tcp,filtrado,
935,udp,filtrado,
936,tcp,filtrado,
936,udp,filtrado,
937,tcp,cerrado,
937,udp,abierto|filtrado,
938,tcp,cerrado,
938,udp,abierto|filtrado,
939,tcp,cerrado,
939,udp,filtrado,
940,tcp,filtrado,
940,udp,filtrado,
941,tcp,filtrado,
941,udp,filtrado,
942,tcp,filtrado,
942,udp,filtrado,
943,tcp,cerrado,
943,udp,abierto|filtrado,
944,tcp,cerrado,
944,udp,abierto|filtrado,
945,tcp,cerrado,
945,udp,filtrado,
946,tcp,filtrado,
946,udp,filtrado,
947,tcp,filtrado,
947,udp,filtrado,
948,tcp,cerrado,
948,udp,abierto|filtrado,
949,tcp,cerrado,
949,udp,abierto|filtrado,
950,tcp,cerrado,
950,udp,filtrado,
951,tcp,filtrado,
951,udp,filtrado,
952,tcp,filtrado,
952,udp,filtrado,
953,tcp,filtrado,
953,udp,filtrado,
954,tcp,cerrado,
954,udp,abierto|filtrado,
955,tcp,cerrado,
955,udp,abierto|filtrado,
956,tcp,cerrado,
956,udp,filtrado,
957,tcp,filtrado,
957,udp,filtrado,
958,tcp,filtrado,
958,udp,filtrado,
959,tcp,cerrado,
959,udp,abierto|filtrado,
960,tcp,cerrado,
960,udp,abierto|filtrado,
961,tcp,cerrado,
961,udp,filtrado,
962,tcp,filtrado,
962,udp,filtrado,
963,tcp,filtrado,
963,udp,filtrado,
964,tcp,cerrado,
964,udp,abierto|filtrado,
965,tcp,cerrado,
965,udp,abierto|filtrado,
966,tcp,cerrado,
966,udp,filtrado,
967,tcp,filtrado,
967,udp,filtrado,
968,tcp,filtrado,
968,udp,filtrado,
969,tcp,filtrado,
969,udp,filtrado,
970,tcp,cerrado,
970,udp,abierto|filtrado,
971,tcp,cerrado,
971,udp,abierto|filtrado,
972,tcp,cerrado,
972,udp,filtrado,
973,tcp,filtrado,
973,udp,filtrado,
974,tcp,cerrado,
974,udp,abierto|filtrado,
975,tcp,cerrado,
975,udp,abierto|filtrado,
976,tcp,cerrado,
976,udp,filtrado,
977,tcp,filtrado,
977,udp,filtrado,
978,tcp,filtrado,
978,udp,filtrado,
979,tcp,cerrado,
979,udp,abierto|filtrado,
980,tcp,cerrado,
980,udp,abierto|filtrado,
981,tcp,cerrado,
981,udp,filtrado,
982,tcp,filtrado,
982,udp,filtrado,
983,tcp,filtrado,
983,udp,filtrado,
984,tcp,filtrado,
984,udp,filtrado,
985,tcp,cerrado,
985,udp,abierto|filtrado,
986,tcp,cerrado,
986,udp,abierto|filtrado,
987,tcp,cerrado,
987,udp,filtrado,
988,tcp,filtrado,
988,udp,filtrado,
989,tcp,filtrado,
989,udp,filtrado,
990,tcp,cerrado,
990,udp,abierto|filtrado,
991,tcp,cerrado,
991,udp,abierto|filtrado,
992,tcp,cerrado,
992,udp,filtrado,
993,tcp,filtrado,
993,udp,filtrado,
994,tcp,filtrado,
994,udp,filtrado,
995,tcp,filtrado,
995,udp,filtrado,
996,tcp,cerrado,
996,udp,abierto|filtrado,
997,tcp,cerrado,
997,udp,abierto|filtrado,
998,tcp,cerrado,
998,udp,filtrado,
999,tcp,filtrado,
999,udp,filtrado,
1000,tcp,filtrado,
1000,udp,filtrado,
1001,tcp,cerrado,
1001,udp,abierto|filtrado,
1002,tcp,cerrado,
1002,udp,abierto|filtrado,
1003,tcp,cerrado,
1003,udp,filtrado,
1004,tcp,filtrado,
1004,udp,filtrado,
1005,tcp,filtrado,
1005,udp,filtrado,
1006,tcp,cerrado,
1006,udp,abierto|filtrado,
1007,tcp,cerrado,
1007,udp,abierto|filtrado,
1008,tcp,cerrado,
1008,udp,abierto|filtrado,
1009,tcp,cerrado,
1009,udp,filtrado,
1010,tcp,cerrado,
1010,udp,abierto|filtrado,
1011,tcp,cerrado,
1011,udp,abierto|filtrado,
1012,tcp,cerrado,
1012,udp,filtrado,
1013,tcp,filtrado,
1013,udp,filtrado,
1014,tcp,filtrado,
1014,udp,filtrado,
1015,tcp,filtrado,
1015,udp,filtrado,
1016,tcp,cerrado,
1016,udp,abierto|filtrado,
1017,tcp,cerrado,
1017,udp,abierto|filtrado,
1018,tcp,cerrado,
1018,udp,filtrado,
1019,tcp,filtrado,
1019,udp,filtrado,
1020,tcp,filtrado,
1020,udp,filtrado,
1021,tcp,cerrado,
1021,udp,abierto|filtrado,
1022,tcp,cerrado,
1022,udp,abierto|filtrado,
1023,tcp,cerrado,
1023,udp,filtrado,
1024,tcp,filtrado,
1024,udp,filtrado,
