port,protocolo,estado,flags
542,udp,abierto|filtrado,
543,tcp,cerrado,RA
543,udp,cerrado,
544,tcp,cerrado,RA
544,udp,cerrado,
545,tcp,cerrado,RA
545,udp,cerrado,
546,tcp,cerrado,RA
546,udp,abierto|filtrado,
547,tcp,cerrado,RA
547,udp,cerrado,
548,tcp,cerrado,RA
548,udp,cerrado,
549,tcp,cerrado,RA
549,udp,cerrado,
550,tcp,cerrado,RA
550,udp,abierto|filtrado,
551,tcp,cerrado,RA
551,udp,cerrado,
552,tcp,cerrado,RA
552,udp,cerrado,
553,tcp,cerrado,RA
553,udp,cerrado,
554,tcp,cerrado,RA
554,udp,cerrado,
555,tcp,cerrado,RA
555,udp,abierto|filtrado,
556,tcp,cerrado,RA
556,udp,cerrado,
557,tcp,cerrado,RA
557,udp,cerrado,
558,tcp,cerrado,RA
558,udp,cerrado,
559,tcp,cerrado,RA
559,udp,abierto|filtrado,
560,tcp,cerrado,RA
560,udp,cerrado,
561,tcp,cerrado,RA
561,udp,cerrado,
562,tcp,cerrado,RA
562,udp,cerrado,
563,tcp,cerrado,RA
563,udp,cerrado,
564,tcp,cerrado,RA
564,udp,abierto|filtrado,
565,tcp,cerrado,RA
565,udp,cerrado,
566,tcp,cerrado,RA
566,udp,cerrado,
567,tcp,cerrado,RA
567,udp,cerrado,
568,tcp,cerrado,RA
568,udp,abierto|filtrado,
569,tcp,cerrado,RA
569,udp,cerrado,
570,tcp,cerrado,RA
570,udp,cerrado,
571,tcp,cerrado,RA
571,udp,cerrado,
572,tcp,cerrado,RA
572,udp,cerrado,
573,tcp,cerrado,RA
573,udp,abierto|filtrado,
574,tcp,cerrado,RA
574,udp,cerrado,
575,tcp,cerrado,RA
575,udp,cerrado,
576,tcp,cerrado,RA
576,udp,cerrado,
577,tcp,cerrado,RA
577,udp,abierto|filtrado,
578,tcp,cerrado,RA
578,udp,cerrado,
579,tcp,cerrado,RA
579,udp,cerrado,
580,tcp,cerrado,RA
580,udp,cerrado,
581,tcp,cerrado,RA
581,udp,abierto|filtrado,
582,tcp,cerrado,RA
582,udp,cerrado,
583,tcp,cerrado,RA
583,udp,cerrado,
584,tcp,cerrado,RA
584,udp,cerrado,
585,tcp,cerrado,RA
585,udp,cerrado,
586,tcp,cerrado,RA
586,udp,abierto|filtrado,
587,tcp,cerrado,RA
587,udp,cerrado,
588,tcp,cerrado,RA
588,udp,cerrado,
589,tcp,cerrado,RA
589,udp,cerrado,
590,tcp,cerrado,RA
590,udp,abierto|filtrado,
591,tcp,cerrado,RA
591,udp,cerrado,
592,tcp,cerrado,RA
592,udp,cerrado,
593,tcp,cerrado,RA
593,udp,cerrado,
594,tcp,cerrado,RA
594,udp,cerrado,
595,tcp,cerrado,RA
595,udp,abierto|filtrado,
596,tcp,cerrado,RA
596,udp,cerrado,
597,tcp,cerrado,RA
597,udp,cerrado,
598,tcp,cerrado,RA
598,udp,cerrado,
599,tcp,cerrado,RA
599,udp,abierto|filtrado,
600,tcp,cerrado,RA
600,udp,cerrado,
601,tcp,cerrado,RA
601,udp,cerrado,
602,tcp,cerrado,RA
602,udp,cerrado,
603,tcp,cerrado,RA
603,udp,cerrado,
604,tcp,cerrado,RA
604,udp,abierto|filtrado,
605,tcp,cerrado,RA
605,udp,cerrado,
606,tcp,cerrado,RA
606,udp,cerrado,
607,tcp,cerrado,RA
607,udp,cerrado,
608,tcp,cerrado,RA
608,udp,abierto|filtrado,
609,tcp,cerrado,RA
609,udp,cerrado,
610,tcp,cerrado,RA
610,udp,cerrado,
611,tcp,cerrado,RA
611,udp,cerrado,
612,tcp,cerrado,RA
612,udp,cerrado,
613,tcp,cerrado,RA
613,udp,cerrado,
614,tcp,cerrado,RA
614,udp,abierto|filtrado,
615,tcp,cerrado,RA
615,udp,cerrado,
616,tcp,cerrado,RA
616,udp,cerrado,
617,tcp,cerrado,RA
617,udp,cerrado,
618,tcp,cerrado,RA
618,udp,cerrado,
619,tcp,cerrado,RA
619,udp,abierto|filtrado,
620,tcp,cerrado,RA
620,udp,cerrado,
621,tcp,cerrado,RA
621,udp,cerrado,
622,tcp,cerrado,RA
622,udp,cerrado,
623,tcp,cerrado,RA
623,udp,abierto|filtrado,
624,tcp,cerrado,RA
624,udp,cerrado,
625,tcp,cerrado,RA
625,udp,cerrado,
626,tcp,cerrado,RA
626,udp,cerrado,
627,tcp,cerrado,RA
627,udp,cerrado,
628,tcp,cerrado,RA
628,udp,abierto|filtrado,
629,tcp,cerrado,RA
629,udp,cerrado,
630,tcp,cerrado,RA
630,udp,cerrado,
631,tcp,cerrado,RA
631,udp,cerrado,
632,tcp,cerrado,RA
632,udp,abierto|filtrado,
633,tcp,cerrado,RA
633,udp,cerrado,
634,tcp,cerrado,RA
634,udp,cerrado,
635,tcp,cerrado,RA
635,udp,cerrado,
636,tcp,cerrado,RA
636,udp,cerrado,
637,tcp,cerrado,RA
637,udp,abierto|filtrado,
638,tcp,cerrado,RA
638,udp,cerrado,
639,tcp,cerrado,RA
639,udp,cerrado,
640,tcp,cerrado,RA
640,udp,cerrado,
641,tcp,cerrado,RA
641,udp,abierto|filtrado,
642,tcp,cerrado,RA
642,udp,cerrado,
643,tcp,cerrado,RA
643,udp,cerrado,
644,tcp,cerrado,RA
644,udp,cerrado,
645,tcp,cerrado,RA
645,udp,abierto|filtrado,
646,tcp,cerrado,RA
646,udp,cerrado,
647,tcp,cerrado,RA
647,udp,cerrado,
648,tcp,cerrado,RA
648,udp,cerrado,
649,tcp,cerrado,RA
649,udp,cerrado,
650,tcp,cerrado,RA
650,udp,abierto|filtrado,
651,tcp,cerrado,RA
651,udp,cerrado,
652,tcp,cerrado,RA
652,udp,cerrado,
653,tcp,cerrado,RA
653,udp,cerrado,
654,tcp,cerrado,RA
654,udp,abierto|filtrado,
655,tcp,cerrado,RA
655,udp,cerrado,
656,tcp,cerrado,RA
656,udp,cerrado,
657,tcp,cerrado,RA
657,udp,cerrado,
658,tcp,cerrado,RA
658,udp,cerrado,
659,tcp,cerrado,RA
659,udp,abierto|filtrado,
660,tcp,cerrado,RA
660,udp,cerrado,
661,tcp,cerrado,RA
661,udp,cerrado,
662,tcp,cerrado,RA
662,udp,cerrado,
663,tcp,cerrado,RA
663,udp,abierto|filtrado,
664,tcp,cerrado,RA
664,udp,abierto|filtrado,
665,tcp,cerrado,RA
665,udp,cerrado,
666,tcp,cerrado,RA
666,udp,cerrado,
667,tcp,cerrado,RA
667,udp,cerrado,
668,tcp,cerrado,RA
668,udp,cerrado,
669,tcp,cerrado,RA
669,udp,cerrado,
670,tcp,cerrado,RA
670,udp,cerrado,
671,tcp,cerrado,RA
671,udp,cerrado,
672,tcp,cerrado,RA
672,udp,abierto|filtrado,
673,tcp,cerrado,RA
673,udp,cerrado,
674,tcp,cerrado,RA
674,udp,cerrado,
675,tcp,cerrado,RA
675,udp,cerrado,
676,tcp,cerrado,RA
676,udp,abierto|filtrado,
677,tcp,cerrado,RA
677,udp,cerrado,
678,tcp,cerrado,RA
678,udp,cerrado,
679,tcp,cerrado,RA
679,udp,cerrado,
680,tcp,cerrado,RA
680,udp,cerrado,
681,tcp,cerrado,RA
681,udp,abierto|filtrado,
682,tcp,cerrado,RA
682,udp,cerrado,
683,tcp,cerrado,RA
683,udp,cerrado,
684,tcp,cerrado,RA
684,udp,cerrado,
685,tcp,cerrado,RA
685,udp,abierto|filtrado,
686,tcp,cerrado,RA
686,udp,cerrado,
687,tcp,cerrado,RA
687,udp,cerrado,
688,tcp,cerrado,RA
688,udp,cerrado,
689,tcp,cerrado,RA
689,udp,cerrado,
690,tcp,cerrado,RA
690,udp,abierto|filtrado,
691,tcp,cerrado,RA
691,udp,cerrado,
692,tcp,cerrado,RA
692,udp,abierto|filtrado,
693,tcp,filtrado,
693,udp,cerrado,
694,tcp,cerrado,RA
694,udp,cerrado,
695,tcp,cerrado,RA
695,udp,cerrado,
696,tcp,cerrado,RA
696,udp,cerrado,
697,tcp,cerrado,RA
697,udp,cerrado,
698,tcp,cerrado,RA
698,udp,abierto|filtrado,
699,tcp,cerrado,RA
699,udp,cerrado,
700,tcp,cerrado,RA
700,udp,cerrado,
701,tcp,cerrado,RA
701,udp,cerrado,
702,tcp,cerrado,RA
702,udp,abierto|filtrado,
703,tcp,cerrado,RA
703,udp,cerrado,
704,tcp,cerrado,RA
704,udp,cerrado,
705,tcp,cerrado,RA
705,udp,cerrado,
706,tcp,cerrado,RA
706,udp,cerrado,
707,tcp,cerrado,RA
707,udp,abierto|filtrado,
708,tcp,cerrado,RA
708,udp,cerrado,
709,tcp,cerrado,RA
709,udp,cerrado,
710,tcp,cerrado,RA
710,udp,cerrado,
711,tcp,cerrado,RA
711,udp,abierto|filtrado,
712,tcp,cerrado,RA
712,udp,cerrado,
713,tcp,cerrado,RA
713,udp,cerrado,
714,tcp,cerrado,RA
714,udp,cerrado,
715,tcp,cerrado,RA
715,udp,abierto|filtrado,
716,tcp,cerrado,RA
716,udp,cerrado,
717,tcp,cerrado,RA
717,udp,cerrado,
718,tcp,cerrado,RA
718,udp,cerrado,
719,tcp,cerrado,RA
719,udp,cerrado,
720,tcp,cerrado,RA
720,udp,abierto|filtrado,
721,tcp,cerrado,RA
721,udp,cerrado,
722,tcp,cerrado,RA
722,udp,cerrado,
723,tcp,cerrado,RA
723,udp,cerrado,
724,tcp,cerrado,RA
724,udp,abierto|filtrado,
725,tcp,cerrado,RA
725,udp,cerrado,
726,tcp,cerrado,RA
726,udp,cerrado,
727,tcp,cerrado,RA
727,udp,cerrado,
728,tcp,cerrado,RA
728,udp,cerrado,
729,tcp,cerrado,RA
729,udp,abierto|filtrado,
730,tcp,cerrado,RA
730,udp,cerrado,
731,tcp,cerrado,RA
731,udp,cerrado,
732,tcp,cerrado,RA
732,udp,cerrado,
733,tcp,cerrado,RA
733,udp,abierto|filtrado,
734,tcp,filtrado,
734,udp,cerrado,
735,tcp,cerrado,RA
735,udp,cerrado,
736,tcp,cerrado,RA
736,udp,cerrado,
737,tcp,cerrado,RA
737,udp,cerrado,
738,tcp,cerrado,RA
738,udp,cerrado,
739,tcp,cerrado,RA
739,udp,cerrado,
740,tcp,cerrado,RA
740,udp,cerrado,
741,tcp,cerrado,RA
741,udp,cerrado,
742,tcp,cerrado,RA
742,udp,cerrado,
743,tcp,cerrado,RA
743,udp,cerrado,
744,tcp,cerrado,RA
744,udp,cerrado,
745,tcp,cerrado,RA
745,udp,cerrado,
746,tcp,cerrado,RA
746,udp,cerrado,
747,tcp,cerrado,RA
747,udp,cerrado,
748,tcp,cerrado,RA
748,udp,abierto|filtrado,
749,tcp,cerrado,RA
749,udp,cerrado,
750,tcp,cerrado,RA
750,udp,cerrado,
751,tcp,cerrado,RA
751,udp,cerrado,
752,tcp,cerrado,RA
752,udp,cerrado,
753,tcp,cerrado,RA
753,udp,abierto|filtrado,
754,tcp,cerrado,RA
754,udp,cerrado,
755,tcp,cerrado,RA
755,udp,cerrado,
756,tcp,cerrado,RA
756,udp,cerrado,
757,tcp,cerrado,RA
757,udp,abierto|filtrado,
758,tcp,cerrado,RA
758,udp,cerrado,
759,tcp,cerrado,RA
759,udp,cerrado,
760,tcp,cerrado,RA
760,udp,cerrado,
761,tcp,cerrado,RA
761,udp,cerrado,
762,tcp,cerrado,RA
762,udp,abierto|filtrado,
763,tcp,cerrado,RA
763,udp,cerrado,
764,tcp,cerrado,RA
764,udp,cerrado,
765,tcp,cerrado,RA
765,udp,cerrado,
766,tcp,cerrado,RA
766,udp,abierto|filtrado,
767,tcp,cerrado,RA
767,udp,cerrado,
768,tcp,cerrado,RA
768,udp,cerrado,
769,tcp,cerrado,RA
769,udp,cerrado,
770,tcp,cerrado,RA
770,udp,abierto|filtrado,
771,tcp,cerrado,RA
771,udp,cerrado,
772,tcp,cerrado,RA
772,udp,cerrado,
773,tcp,cerrado,RA
773,udp,cerrado,
774,tcp,cerrado,RA
774,udp,cerrado,
775,tcp,cerrado,RA
775,udp,abierto|filtrado,
776,tcp,cerrado,RA
776,udp,cerrado,
777,tcp,cerrado,RA
777,udp,cerrado,
778,tcp,cerrado,RA
778,udp,cerrado,
779,tcp,cerrado,RA
779,udp,cerrado,
780,tcp,cerrado,RA
780,udp,cerrado,
781,tcp,cerrado,RA
781,udp,cerrado,
782,tcp,cerrado,RA
782,udp,abierto|filtrado,
783,tcp,cerrado,RA
783,udp,cerrado,
784,tcp,cerrado,RA
784,udp,cerrado,
785,tcp,cerrado,RA
785,udp,cerrado,
786,tcp,cerrado,RA
786,udp,abierto|filtrado,
787,tcp,cerrado,RA
787,udp,cerrado,
788,tcp,cerrado,RA
788,udp,cerrado,
789,tcp,cerrado,RA
789,udp,cerrado,
790,tcp,cerrado,RA
790,udp,abierto|filtrado,
791,tcp,cerrado,RA
791,udp,cerrado,
792,tcp,cerrado,RA
792,udp,cerrado,
793,tcp,cerrado,RA
793,udp,cerrado,
794,tcp,cerrado,RA
794,udp,cerrado,
795,tcp,cerrado,RA
795,udp,abierto|filtrado,
796,tcp,cerrado,RA
796,udp,cerrado,
797,tcp,cerrado,RA
797,udp,cerrado,
798,tcp,cerrado,RA
798,udp,cerrado,
799,tcp,cerrado,RA
799,udp,abierto|filtrado,
800,tcp,cerrado,RA
800,udp,cerrado,
801,tcp,cerrado,RA
801,udp,cerrado,
802,tcp,cerrado,RA
802,udp,cerrado,
803,tcp,cerrado,RA
803,udp,cerrado,
804,tcp,cerrado,RA
804,udp,abierto|filtrado,
805,tcp,cerrado,RA
805,udp,cerrado,
806,tcp,cerrado,RA
806,udp,cerrado,
807,tcp,cerrado,RA
807,udp,cerrado,
808,tcp,cerrado,RA
808,udp,abierto|filtrado,
809,tcp,cerrado,RA
809,udp,cerrado,
810,tcp,cerrado,RA
810,udp,cerrado,
811,tcp,cerrado,RA
811,udp,cerrado,
812,tcp,cerrado,RA
812,udp,cerrado,
813,tcp,cerrado,RA
813,udp,abierto|filtrado,
814,tcp,cerrado,RA
814,udp,cerrado,
815,tcp,cerrado,RA
815,udp,cerrado,
816,tcp,cerrado,RA
816,udp,cerrado,
817,tcp,cerrado,RA
817,udp,abierto|filtrado,
818,tcp,cerrado,RA
818,udp,cerrado,
819,tcp,cerrado,RA
819,udp,cerrado,
820,tcp,cerrado,RA
820,udp,cerrado,
821,tcp,cerrado,RA
821,udp,abierto|filtrado,
822,tcp,cerrado,RA
822,udp,cerrado,
823,tcp,cerrado,RA
823,udp,cerrado,
824,tcp,cerrado,RA
824,udp,cerrado,
825,tcp,cerrado,RA
825,udp,cerrado,
826,tcp,cerrado,RA
826,udp,abierto|filtrado,
827,tcp,cerrado,RA
827,udp,cerrado,
828,tcp,cerrado,RA
828,udp,cerrado,
829,tcp,cerrado,RA
829,udp,cerrado,
830,tcp,cerrado,RA
830,udp,abierto|filtrado,
831,tcp,cerrado,RA
831,udp,cerrado,
832,tcp,cerrado,RA
832,udp,cerrado,
833,tcp,cerrado,RA
833,udp,cerrado,
834,tcp,cerrado,RA
834,udp,cerrado,
835,tcp,cerrado,RA
835,udp,abierto|filtrado,
836,tcp,cerrado,RA
836,udp,cerrado,
837,tcp,cerrado,RA
837,udp,cerrado,
838,tcp,cerrado,RA
838,udp,cerrado,
839,tcp,cerrado,RA
839,udp,abierto|filtrado,
840,tcp,cerrado,RA
840,udp,cerrado,
841,tcp,cerrado,RA
841,udp,cerrado,
842,tcp,cerrado,RA
842,udp,cerrado,
843,tcp,cerrado,RA
843,udp,cerrado,
844,tcp,cerrado,RA
844,udp,abierto|filtrado,
845,tcp,cerrado,RA
845,udp,cerrado,
846,tcp,cerrado,RA
846,udp,cerrado,
847,tcp,cerrado,RA
847,udp,cerrado,
848,tcp,cerrado,RA
848,udp,abierto|filtrado,
849,tcp,cerrado,RA
849,udp,cerrado,
850,tcp,cerrado,RA
850,udp,cerrado,
851,tcp,cerrado,RA
851,udp,cerrado,
852,tcp,cerrado,RA
852,udp,abierto|filtrado,
853,tcp,cerrado,RA
853,udp,cerrado,
854,tcp,cerrado,RA
854,udp,cerrado,
855,tcp,cerrado,RA
855,udp,cerrado,
856,tcp,cerrado,RA
856,udp,cerrado,
857,tcp,cerrado,RA
857,udp,abierto|filtrado,
858,tcp,cerrado,RA
858,udp,cerrado,
859,tcp,cerrado,RA
859,udp,cerrado,
860,tcp,cerrado,RA
860,udp,cerrado,
861,tcp,cerrado,RA
861,udp,abierto|filtrado,
862,tcp,cerrado,RA
862,udp,cerrado,
863,tcp,cerrado,RA
863,udp,cerrado,
864,tcp,cerrado,RA
864,udp,cerrado,
865,tcp,cerrado,RA
865,udp,cerrado,
866,tcp,cerrado,RA
866,udp,abierto|filtrado,
867,tcp,cerrado,RA
867,udp,cerrado,
868,tcp,cerrado,RA
868,udp,cerrado,
869,tcp,cerrado,RA
869,udp,cerrado,
870,tcp,cerrado,RA
870,udp,abierto|filtrado,
871,tcp,cerrado,RA
871,udp,cerrado,
872,tcp,cerrado,RA
872,udp,cerrado,
873,tcp,cerrado,RA
873,udp,cerrado,
874,tcp,cerrado,RA
874,udp,abierto|filtrado,
875,tcp,cerrado,RA
875,udp,cerrado,
876,tcp,cerrado,RA
876,udp,cerrado,
877,tcp,cerrado,RA
877,udp,cerrado,
878,tcp,cerrado,RA
878,udp,cerrado,
879,tcp,cerrado,RA
879,udp,abierto|filtrado,
880,tcp,cerrado,RA
880,udp,cerrado,
881,tcp,cerrado,RA
881,udp,cerrado,
882,tcp,cerrado,RA
882,udp,cerrado,
883,tcp,cerrado,RA
883,udp,abierto|filtrado,
884,tcp,cerrado,RA
884,udp,cerrado,
885,tcp,cerrado,RA
885,udp,cerrado,
886,tcp,cerrado,RA
886,udp,cerrado,
887,tcp,cerrado,RA
887,udp,cerrado,
888,tcp,cerrado,RA
888,udp,abierto|filtrado,
889,tcp,cerrado,RA
889,udp,cerrado,
890,tcp,cerrado,RA
890,udp,cerrado,
891,tcp,cerrado,RA
891,udp,cerrado,
892,tcp,cerrado,RA
892,udp,abierto|filtrado,
893,tcp,cerrado,RA
893,udp,cerrado,
894,tcp,cerrado,RA
894,udp,cerrado,
895,tcp,cerrado,RA
895,udp,cerrado,
896,tcp,cerrado,RA
896,udp,abierto|filtrado,
897,tcp,cerrado,RA
897,udp,cerrado,
898,tcp,cerrado,RA
898,udp,cerrado,
899,tcp,cerrado,RA
899,udp,cerrado,
900,tcp,cerrado,RA
900,udp,cerrado,
901,tcp,cerrado,RA
901,udp,abierto|filtrado,
902,tcp,cerrado,RA
902,udp,cerrado,
903,tcp,cerrado,RA
903,udp,cerrado,
904,tcp,cerrado,RA
904,udp,cerrado,
905,tcp,cerrado,RA
905,udp,abierto|filtrado,
906,tcp,cerrado,RA
906,udp,cerrado,
907,tcp,cerrado,RA
907,udp,cerrado,
908,tcp,cerrado,RA
908,udp,cerrado,
909,tcp,cerrado,RA
909,udp,cerrado,
910,tcp,cerrado,RA
910,udp,abierto|filtrado,
911,tcp,cerrado,RA
911,udp,cerrado,
912,tcp,cerrado,RA
912,udp,cerrado,
913,tcp,cerrado,RA
913,udp,cerrado,
914,tcp,cerrado,RA
914,udp,abierto|filtrado,
915,tcp,cerrado,RA
915,udp,cerrado,
916,tcp,cerrado,RA
916,udp,cerrado,
917,tcp,cerrado,RA
917,udp,cerrado,
918,tcp,cerrado,RA
918,udp,cerrado,
919,tcp,cerrado,RA
919,udp,abierto|filtrado,
920,tcp,cerrado,RA
920,udp,cerrado,
921,tcp,cerrado,RA
921,udp,cerrado,
922,tcp,cerrado,RA
922,udp,cerrado,
923,tcp,cerrado,RA
923,udp,cerrado,
924,tcp,cerrado,RA
924,udp,abierto|filtrado,
925,tcp,cerrado,RA
925,udp,cerrado,
926,tcp,cerrado,RA
926,udp,cerrado,
927,tcp,cerrado,RA
927,udp,cerrado,
928,tcp,cerrado,RA
928,udp,abierto|filtrado,
929,tcp,cerrado,RA
929,udp,cerrado,
930,tcp,cerrado,RA
930,udp,cerrado,
931,tcp,cerrado,RA
931,udp,cerrado,
932,tcp,cerrado,RA
932,udp,abierto|filtrado,
933,tcp,cerrado,RA
933,udp,cerrado,
934,tcp,cerrado,RA
934,udp,cerrado,
935,tcp,cerrado,RA
935,udp,cerrado,
936,tcp,cerrado,RA
936,udp,cerrado,
937,tcp,cerrado,RA
937,udp,abierto|filtrado,
938,tcp,cerrado,RA
938,udp,cerrado,
939,tcp,cerrado,RA
939,udp,cerrado,
940,tcp,cerrado,RA
940,udp,cerrado,
941,tcp,cerrado,RA
941,udp,abierto|filtrado,
942,tcp,cerrado,RA
942,udp,cerrado,
943,tcp,cerrado,RA
943,udp,cerrado,
944,tcp,cerrado,RA
944,udp,cerrado,
945,tcp,cerrado,RA
945,udp,abierto|filtrado,
946,tcp,cerrado,RA
946,udp,cerrado,
947,tcp,cerrado,RA
947,udp,cerrado,
948,tcp,cerrado,RA
948,udp,cerrado,
949,tcp,cerrado,RA
949,udp,cerrado,
950,tcp,cerrado,RA
950,udp,abierto|filtrado,
951,tcp,cerrado,RA
951,udp,cerrado,
952,tcp,cerrado,RA
952,udp,cerrado,
953,tcp,cerrado,RA
953,udp,cerrado,
954,tcp,cerrado,RA
954,udp,abierto|filtrado,
955,tcp,cerrado,RA
955,udp,cerrado,
956,tcp,cerrado,RA
956,udp,cerrado,
957,tcp,cerrado,RA
957,udp,cerrado,
958,tcp,cerrado,RA
958,udp,cerrado,
959,tcp,cerrado,RA
959,udp,abierto|filtrado,
960,tcp,cerrado,RA
960,udp,cerrado,
961,tcp,cerrado,RA
961,udp,cerrado,
962,tcp,cerrado,RA
962,udp,cerrado,
963,tcp,cerrado,RA
963,udp,abierto|filtrado,
964,tcp,cerrado,RA
964,udp,cerrado,
965,tcp,cerrado,RA
965,udp,cerrado,
966,tcp,cerrado,RA
966,udp,cerrado,
967,tcp,cerrado,RA
967,udp,abierto|filtrado,
968,tcp,cerrado,RA
968,udp,cerrado,
969,tcp,cerrado,RA
969,udp,cerrado,
970,tcp,cerrado,RA
970,udp,cerrado,
971,tcp,cerrado,RA
971,udp,cerrado,
972,tcp,cerrado,RA
972,udp,abierto|filtrado,
973,tcp,cerrado,RA
973,udp,abierto|filtrado,
974,tcp,filtrado,
974,udp,cerrado,
975,tcp,cerrado,RA
975,udp,cerrado,
976,tcp,cerrado,RA
976,udp,cerrado,
977,tcp,cerrado,RA
977,udp,cerrado,
978,tcp,cerrado,RA
978,udp,cerrado,
979,tcp,cerrado,RA
979,udp,cerrado,
980,tcp,cerrado,RA
980,udp,abierto|filtrado,
981,tcp,cerrado,RA
981,udp,cerrado,
982,tcp,cerrado,RA
982,udp,cerrado,
983,tcp,cerrado,RA
983,udp,cerrado,
984,tcp,cerrado,RA
984,udp,abierto|filtrado,
985,tcp,cerrado,RA
985,udp,cerrado,
986,tcp,cerrado,RA
986,udp,cerrado,
987,tcp,cerrado,RA
987,udp,cerrado,
988,tcp,cerrado,RA
988,udp,abierto|filtrado,
989,tcp,cerrado,RA
989,udp,cerrado,
990,tcp,cerrado,RA
990,udp,cerrado,
991,tcp,cerrado,RA
991,udp,cerrado,
992,tcp,cerrado,RA
992,udp,cerrado,
993,tcp,cerrado,RA
993,udp,abierto|filtrado,
994,tcp,cerrado,RA
994,udp,cerrado,
995,tcp,cerrado,RA
995,udp,cerrado,
996,tcp,cerrado,RA
996,udp,cerrado,
997,tcp,cerrado,RA
997,udp,abierto|filtrado,
998,tcp,cerrado,RA
998,udp,cerrado,
999,tcp,cerrado,RA
999,udp,cerrado,
1000,tcp,cerrado,RA
1000,udp,cerrado,
1001,tcp,cerrado,RA
1001,udp,cerrado,
1002,tcp,cerrado,RA
1002,udp,abierto|filtrado,
1003,tcp,cerrado,RA
1003,udp,cerrado,
1004,tcp,cerrado,RA
1004,udp,cerrado,
1005,tcp,cerrado,RA
1005,udp,cerrado,
1006,tcp,cerrado,RA
1006,udp,abierto|filtrado,
1007,tcp,cerrado,RA
1007,udp,cerrado,
1008,tcp,cerrado,RA
1008,udp,cerrado,
1009,tcp,cerrado,RA
1009,udp,cerrado,
1010,tcp,cerrado,RA
1010,udp,abierto|filtrado,
1011,tcp,cerrado,RA
1011,udp,cerrado,
1012,tcp,cerrado,RA
1012,udp,cerrado,
1013,tcp,cerrado,RA
1013,udp,cerrado,
1014,tcp,cerrado,RA
1014,udp,cerrado,
1015,tcp,cerrado,RA
1015,udp,abierto|filtrado,
1016,tcp,cerrado,RA
1016,udp,cerrado,
1017,tcp,cerrado,RA
1017,udp,cerrado,
1018,tcp,cerrado,RA
1018,udp,cerrado,
1019,tcp,cerrado,RA
1019,udp,abierto|filtrado,
1020,tcp,cerrado,RA
1020,udp,cerrado,
1021,tcp,cerrado,RA
1021,udp,cerrado,
1022,tcp,cerrado,RA
1022,udp,cerrado,
1023,tcp,cerrado,RA
1023,udp,cerrado,
1024,tcp,cerrado,RA
1024,udp,abierto|filtrado,
