port,protocolo,estado,flags
168,tcp,cerrado,RA
168,udp,cerrado,
169,tcp,cerrado,RA
169,udp,cerrado,
170,tcp,cerrado,RA
170,udp,cerrado,
171,tcp,cerrado,RA
171,udp,abierto|filtrado,
172,tcp,cerrado,RA
172,udp,cerrado,
173,tcp,cerrado,RA
173,udp,cerrado,
174,tcp,cerrado,RA
174,udp,cerrado,
175,tcp,cerrado,RA
175,udp,cerrado,
176,tcp,cerrado,RA
176,udp,abierto|filtrado,
177,tcp,cerrado,RA
177,udp,cerrado,
178,tcp,cerrado,RA
178,udp,cerrado,
179,tcp,cerrado,RA
179,udp,cerrado,
180,tcp,cerrado,RA
180,udp,abierto|filtrado,
181,tcp,cerrado,RA
181,udp,cerrado,
182,tcp,cerrado,RA
182,udp,cerrado,
183,tcp,cerrado,RA
183,udp,cerrado,
184,tcp,cerrado,RA
184,udp,cerrado,
185,tcp,cerrado,RA
185,udp,abierto|filtrado,
186,tcp,cerrado,RA
186,udp,cerrado,
187,tcp,cerrado,RA
187,udp,cerrado,
188,tcp,cerrado,RA
188,udp,cerrado,
189,tcp,cerrado,RA
189,udp,cerrado,
190,tcp,cerrado,RA
190,udp,cerrado,
191,tcp,cerrado,RA
191,udp,cerrado,
192,tcp,cerrado,RA
192,udp,abierto|filtrado,
193,tcp,cerrado,RA
193,udp,cerrado,
194,tcp,filtrado,
194,udp,cerrado,
195,tcp,cerrado,RA
195,udp,cerrado,
196,tcp,filtrado,
196,udp,cerrado,
197,tcp,cerrado,RA
197,udp,cerrado,
198,tcp,cerrado,RA
198,udp,cerrado,
199,tcp,cerrado,RA
199,udp,cerrado,
200,tcp,cerrado,RA
200,udp,cerrado,
201,tcp,cerrado,RA
201,udp,abierto|filtrado,
202,tcp,cerrado,RA
202,udp,cerrado,
203,tcp,cerrado,RA
203,udp,cerrado,
204,tcp,cerrado,RA
204,udp,cerrado,
205,tcp,cerrado,RA
205,udp,abierto|filtrado,
206,tcp,cerrado,RA
206,udp,cerrado,
207,tcp,cerrado,RA
207,udp,cerrado,
208,tcp,cerrado,RA
208,udp,cerrado,
209,tcp,cerrado,RA
209,udp,cerrado,
210,tcp,cerrado,RA
210,udp,cerrado,
211,tcp,cerrado,RA
211,udp,abierto|filtrado,
212,tcp,cerrado,RA
212,udp,cerrado,
213,tcp,cerrado,RA
213,udp,cerrado,
214,tcp,cerrado,RA
214,udp,cerrado,
215,tcp,cerrado,RA
215,udp,cerrado,
216,tcp,cerrado,RA
216,udp,abierto|filtrado,
217,tcp,cerrado,RA
217,udp,cerrado,
218,tcp,cerrado,RA
218,udp,cerrado,
219,tcp,cerrado,RA
219,udp,cerrado,
220,tcp,cerrado,RA
220,udp,abierto|filtrado,
221,tcp,cerrado,RA
221,udp,cerrado,
222,tcp,cerrado,RA
222,udp,cerrado,
223,tcp,cerrado,RA
223,udp,cerrado,
224,tcp,cerrado,RA
224,udp,cerrado,
225,tcp,cerrado,RA
225,udp,cerrado,
226,tcp,cerrado,RA
226,udp,cerrado,
227,tcp,cerrado,RA
227,udp,abierto|filtrado,
228,tcp,cerrado,RA
228,udp,cerrado,
229,tcp,cerrado,RA
229,udp,cerrado,
230,tcp,cerrado,RA
230,udp,cerrado,
231,tcp,cerrado,RA
231,udp,cerrado,
232,tcp,cerrado,RA
232,udp,abierto|filtrado,
233,tcp,cerrado,RA
233,udp,cerrado,
234,tcp,cerrado,RA
234,udp,cerrado,
235,tcp,cerrado,RA
235,udp,cerrado,
236,tcp,cerrado,RA
236,udp,abierto|filtrado,
237,tcp,cerrado,RA
237,udp,cerrado,
238,tcp,cerrado,RA
238,udp,cerrado,
239,tcp,cerrado,RA
239,udp,cerrado,
240,tcp,cerrado,RA
240,udp,abierto|filtrado,
241,tcp,cerrado,RA
241,udp,cerrado,
242,tcp,cerrado,RA
242,udp,cerrado,
243,tcp,cerrado,RA
243,udp,cerrado,
244,tcp,cerrado,RA
244,udp,cerrado,
245,tcp,cerrado,RA
245,udp,abierto|filtrado,
246,tcp,cerrado,RA
246,udp,cerrado,
247,tcp,cerrado,RA
247,udp,cerrado,
248,tcp,cerrado,RA
248,udp,cerrado,
249,tcp,cerrado,RA
249,udp,abierto|filtrado,
250,tcp,cerrado,RA
250,udp,cerrado,
251,tcp,cerrado,RA
251,udp,cerrado,
252,tcp,cerrado,RA
252,udp,cerrado,
253,tcp,cerrado,RA
253,udp,cerrado,
254,tcp,cerrado,RA
254,udp,abierto|filtrado,
255,tcp,cerrado,RA
255,udp,cerrado,
256,tcp,cerrado,RA
256,udp,cerrado,
257,tcp,cerrado,RA
257,udp,cerrado,
258,tcp,cerrado,RA
258,udp,cerrado,
259,tcp,cerrado,RA
259,udp,abierto|filtrado,
260,tcp,cerrado,RA
260,udp,cerrado,
261,tcp,cerrado,RA
261,udp,cerrado,
262,tcp,cerrado,RA
262,udp,cerrado,
263,tcp,cerrado,RA
263,udp,abierto|filtrado,
264,tcp,cerrado,RA
264,udp,cerrado,
265,tcp,cerrado,RA
265,udp,cerrado,
266,tcp,cerrado,RA
266,udp,cerrado,
267,tcp,cerrado,RA
267,udp,cerrado,
268,tcp,cerrado,RA
268,udp,abierto|filtrado,
269,tcp,cerrado,RA
269,udp,cerrado,
270,tcp,cerrado,RA
270,udp,cerrado,
271,tcp,cerrado,RA
271,udp,cerrado,
272,tcp,cerrado,RA
272,udp,abierto|filtrado,
273,tcp,cerrado,RA
273,udp,cerrado,
274,tcp,cerrado,RA
274,udp,cerrado,
275,tcp,cerrado,RA
275,udp,cerrado,
276,tcp,cerrado,RA
276,udp,cerrado,
277,tcp,cerrado,RA
277,udp,abierto|filtrado,
278,tcp,cerrado,RA
278,udp,cerrado,
279,tcp,cerrado,RA
279,udp,cerrado,
280,tcp,cerrado,RA
280,udp,cerrado,
281,tcp,cerrado,RA
281,udp,abierto|filtrado,
282,tcp,cerrado,RA
282,udp,cerrado,
283,tcp,cerrado,RA
283,udp,cerrado,
284,tcp,cerrado,RA
284,udp,cerrado,
285,tcp,cerrado,RA
285,udp,cerrado,
286,tcp,cerrado,RA
286,udp,abierto|filtrado,
287,tcp,cerrado,RA
287,udp,cerrado,
288,tcp,cerrado,RA
288,udp,cerrado,
289,tcp,cerrado,RA
289,udp,cerrado,
290,tcp,cerrado,RA
290,udp,abierto|filtrado,
291,tcp,cerrado,RA
291,udp,cerrado,
292,tcp,cerrado,RA
292,udp,cerrado,
293,tcp,cerrado,RA
293,udp,cerrado,
294,tcp,cerrado,RA
294,udp,abierto|filtrado,
295,tcp,cerrado,RA
295,udp,cerrado,
296,tcp,cerrado,RA
296,udp,cerrado,
297,tcp,cerrado,RA
297,udp,cerrado,
298,tcp,cerrado,RA
298,udp,cerrado,
299,tcp,cerrado,RA
299,udp,abierto|filtrado,
300,tcp,cerrado,RA
300,udp,cerrado,
301,tcp,cerrado,RA
301,udp,cerrado,
302,tcp,cerrado,RA
302,udp,cerrado,
303,tcp,cerrado,RA
303,udp,abierto|filtrado,
304,tcp,cerrado,RA
304,udp,cerrado,
305,tcp,cerrado,RA
305,udp,cerrado,
306,tcp,cerrado,RA
306,udp,cerrado,
307,tcp,cerrado,RA
307,udp,cerrado,
308,tcp,cerrado,RA
308,udp,abierto|filtrado,
309,tcp,cerrado,RA
309,udp,cerrado,
310,tcp,cerrado,RA
310,udp,cerrado,
311,tcp,cerrado,RA
311,udp,cerrado,
312,tcp,cerrado,RA
312,udp,abierto|filtrado,
313,tcp,cerrado,RA
313,udp,cerrado,
314,tcp,cerrado,RA
314,udp,cerrado,
315,tcp,cerrado,RA
315,udp,cerrado,
316,tcp,cerrado,RA
316,udp,cerrado,
317,tcp,cerrado,RA
317,udp,abierto|filtrado,
318,tcp,cerrado,RA
318,udp,cerrado,
319,tcp,cerrado,RA
319,udp,cerrado,
320,tcp,cerrado,RA
320,udp,cerrado,
321,tcp,cerrado,RA
321,udp,cerrado,
322,tcp,cerrado,RA
322,udp,abierto|filtrado,
323,tcp,cerrado,RA
323,udp,cerrado,
324,tcp,cerrado,RA
324,udp,cerrado,
325,tcp,cerrado,RA
325,udp,cerrado,
326,tcp,cerrado,RA
326,udp,cerrado,
327,tcp,cerrado,RA
327,udp,abierto|filtrado,
328,tcp,cerrado,RA
328,udp,cerrado,
329,tcp,cerrado,RA
329,udp,cerrado,
330,tcp,cerrado,RA
330,udp,cerrado,
331,tcp,cerrado,RA
331,udp,cerrado,
332,tcp,cerrado,RA
332,udp,abierto|filtrado,
333,tcp,cerrado,RA
333,udp,cerrado,
334,tcp,cerrado,RA
334,udp,cerrado,
335,tcp,cerrado,RA
335,udp,cerrado,
336,tcp,cerrado,RA
336,udp,abierto|filtrado,
337,tcp,cerrado,RA
337,udp,cerrado,
338,tcp,cerrado,RA
338,udp,cerrado,
339,tcp,cerrado,RA
339,udp,cerrado,
340,tcp,cerrado,RA
340,udp,cerrado,
341,tcp,cerrado,RA
341,udp,abierto|filtrado,
342,tcp,cerrado,RA
342,udp,cerrado,
343,tcp,cerrado,RA
343,udp,cerrado,
344,tcp,cerrado,RA
344,udp,cerrado,
345,tcp,cerrado,RA
345,udp,abierto|filtrado,
346,tcp,cerrado,RA
346,udp,cerrado,
347,tcp,cerrado,RA
347,udp,cerrado,
348,tcp,cerrado,RA
348,udp,cerrado,
349,tcp,cerrado,RA
349,udp,cerrado,
350,tcp,cerrado,RA
350,udp,abierto|filtrado,
351,tcp,cerrado,RA
351,udp,cerrado,
352,tcp,cerrado,RA
352,udp,cerrado,
353,tcp,cerrado,RA
353,udp,cerrado,
354,tcp,cerrado,RA
354,udp,abierto|filtrado,
355,tcp,cerrado,RA
355,udp,cerrado,
356,tcp,cerrado,RA
356,udp,cerrado,
357,tcp,cerrado,RA
357,udp,cerrado,
358,tcp,cerrado,RA
358,udp,abierto|filtrado,
359,tcp,cerrado,RA
359,udp,cerrado,
360,tcp,cerrado,RA
360,udp,cerrado,
361,tcp,cerrado,RA
361,udp,cerrado,
362,tcp,cerrado,RA
362,udp,cerrado,
363,tcp,cerrado,RA
363,udp,abierto|filtrado,
364,tcp,cerrado,RA
364,udp,cerrado,
365,tcp,cerrado,RA
365,udp,cerrado,
366,tcp,cerrado,RA
366,udp,cerrado,
367,tcp,cerrado,RA
367,udp,cerrado,
368,tcp,cerrado,RA
368,udp,abierto|filtrado,
369,tcp,cerrado,RA
369,udp,cerrado,
370,tcp,cerrado,RA
370,udp,cerrado,
371,tcp,cerrado,RA
371,udp,cerrado,
372,tcp,cerrado,RA
372,udp,abierto|filtrado,
373,tcp,cerrado,RA
373,udp,cerrado,
374,tcp,cerrado,RA
374,udp,cerrado,
375,tcp,cerrado,RA
375,udp,cerrado,
376,tcp,cerrado,RA
376,udp,cerrado,
377,tcp,cerrado,RA
377,udp,abierto|filtrado,
378,tcp,cerrado,RA
378,udp,cerrado,
379,tcp,cerrado,RA
379,udp,cerrado,
380,tcp,cerrado,RA
380,udp,cerrado,
381,tcp,cerrado,RA
381,udp,abierto|filtrado,
382,tcp,cerrado,RA
382,udp,cerrado,
383,tcp,cerrado,RA
383,udp,cerrado,
384,tcp,cerrado,RA
384,udp,cerrado,
385,tcp,cerrado,RA
385,udp,cerrado,
386,tcp,cerrado,RA
386,udp,abierto|filtrado,
387,tcp,cerrado,RA
387,udp,cerrado,
388,tcp,cerrado,RA
388,udp,cerrado,
389,tcp,cerrado,RA
389,udp,cerrado,
390,tcp,cerrado,RA
390,udp,cerrado,
391,tcp,cerrado,RA
391,udp,abierto|filtrado,
392,tcp,cerrado,RA
392,udp,cerrado,
393,tcp,cerrado,RA
393,udp,cerrado,
394,tcp,cerrado,RA
394,udp,cerrado,
395,tcp,cerrado,RA
395,udp,abierto|filtrado,
396,tcp,cerrado,RA
396,udp,cerrado,
397,tcp,cerrado,RA
397,udp,cerrado,
398,tcp,cerrado,RA
398,udp,cerrado,
399,tcp,cerrado,RA
399,udp,cerrado,
400,tcp,cerrado,RA
400,udp,abierto|filtrado,
401,tcp,cerrado,RA
401,udp,cerrado,
402,tcp,cerrado,RA
402,udp,cerrado,
403,tcp,cerrado,RA
403,udp,cerrado,
404,tcp,cerrado,RA
404,udp,abierto|filtrado,
405,tcp,cerrado,RA
405,udp,cerrado,
406,tcp,cerrado,RA
406,udp,cerrado,
407,tcp,cerrado,RA
407,udp,cerrado,
408,tcp,cerrado,RA
408,udp,cerrado,
409,tcp,cerrado,RA
409,udp,abierto|filtrado,
410,tcp,cerrado,RA
410,udp,cerrado,
411,tcp,cerrado,RA
411,udp,cerrado,
412,tcp,cerrado,RA
412,udp,cerrado,
413,tcp,cerrado,RA
413,udp,abierto|filtrado,
414,tcp,cerrado,RA
414,udp,cerrado,
415,tcp,cerrado,RA
415,udp,cerrado,
416,tcp,cerrado,RA
416,udp,cerrado,
417,tcp,cerrado,RA
417,udp,cerrado,
418,tcp,cerrado,RA
418,udp,cerrado,
419,tcp,cerrado,RA
419,udp,abierto|filtrado,
420,tcp,cerrado,RA
420,udp,cerrado,
421,tcp,cerrado,RA
421,udp,cerrado,
422,tcp,cerrado,RA
422,udp,cerrado,
423,tcp,cerrado,RA
423,udp,cerrado,
424,tcp,cerrado,RA
424,udp,abierto|filtrado,
425,tcp,cerrado,RA
425,udp,cerrado,
426,tcp,cerrado,RA
426,udp,cerrado,
427,tcp,cerrado,RA
427,udp,cerrado,
428,tcp,cerrado,RA
428,udp,abierto|filtrado,
429,tcp,cerrado,RA
429,udp,cerrado,
430,tcp,cerrado,RA
430,udp,cerrado,
431,tcp,cerrado,RA
431,udp,cerrado,
432,tcp,cerrado,RA
432,udp,cerrado,
433,tcp,cerrado,RA
433,udp,abierto|filtrado,
434,tcp,cerrado,RA
434,udp,cerrado,
435,tcp,cerrado,RA
435,udp,cerrado,
436,tcp,cerrado,RA
436,udp,cerrado,
437,tcp,cerrado,RA
437,udp,cerrado,
438,tcp,cerrado,RA
438,udp,abierto|filtrado,
439,tcp,cerrado,RA
439,udp,cerrado,
440,tcp,cerrado,RA
440,udp,cerrado,
441,tcp,cerrado,RA
441,udp,cerrado,
442,tcp,cerrado,RA
442,udp,abierto|filtrado,
443,tcp,abierto,SA
443,udp,cerrado,
444,tcp,cerrado,RA
444,udp,cerrado,
445,tcp,filtrado,
445,udp,abierto|filtrado,
446,tcp,cerrado,RA
446,udp,cerrado,
447,tcp,cerrado,RA
447,udp,cerrado,
448,tcp,cerrado,RA
448,udp,cerrado,
449,tcp,cerrado,RA
449,udp,cerrado,
450,tcp,cerrado,RA
450,udp,cerrado,
451,tcp,cerrado,RA
451,udp,cerrado,
452,tcp,cerrado,RA
452,udp,cerrado,
453,tcp,cerrado,RA
453,udp,cerrado,
454,tcp,cerrado,RA
454,udp,cerrado,
455,tcp,cerrado,RA
455,udp,cerrado,
456,tcp,cerrado,RA
456,udp,cerrado,
457,tcp,cerrado,RA
457,udp,cerrado,
458,tcp,cerrado,RA
458,udp,cerrado,
459,tcp,cerrado,RA
459,udp,cerrado,
460,tcp,cerrado,RA
460,udp,abierto|filtrado,
461,tcp,cerrado,RA
461,udp,cerrado,
462,tcp,cerrado,RA
462,udp,cerrado,
463,tcp,cerrado,RA
463,udp,cerrado,
464,tcp,cerrado,RA
464,udp,abierto|filtrado,
465,tcp,cerrado,RA
465,udp,cerrado,
466,tcp,cerrado,RA
466,udp,cerrado,
467,tcp,cerrado,RA
467,udp,cerrado,
468,tcp,cerrado,RA
468,udp,cerrado,
469,tcp,cerrado,RA
469,udp,abierto|filtrado,
470,tcp,filtrado,
470,udp,cerrado,
471,tcp,cerrado,RA
471,udp,cerrado,
472,tcp,cerrado,RA
472,udp,cerrado,
473,tcp,cerrado,RA
473,udp,cerrado,
474,tcp,cerrado,RA
474,udp,cerrado,
475,tcp,cerrado,RA
475,udp,abierto|filtrado,
476,tcp,cerrado,RA
476,udp,cerrado,
477,tcp,cerrado,RA
477,udp,cerrado,
478,tcp,cerrado,RA
478,udp,cerrado,
479,tcp,cerrado,RA
479,udp,abierto|filtrado,
480,tcp,cerrado,RA
480,udp,cerrado,
481,tcp,cerrado,RA
481,udp,cerrado,
482,tcp,cerrado,RA
482,udp,cerrado,
483,tcp,cerrado,RA
483,udp,cerrado,
484,tcp,cerrado,RA
484,udp,abierto|filtrado,
485,tcp,cerrado,RA
485,udp,cerrado,
486,tcp,cerrado,RA
486,udp,cerrado,
487,tcp,cerrado,RA
487,udp,cerrado,
488,tcp,cerrado,RA
488,udp,abierto|filtrado,
489,tcp,cerrado,RA
489,udp,cerrado,
490,tcp,cerrado,RA
490,udp,cerrado,
491,tcp,cerrado,RA
491,udp,cerrado,
492,tcp,cerrado,RA
492,udp,cerrado,
493,tcp,cerrado,RA
493,udp,abierto|filtrado,
494,tcp,cerrado,RA
494,udp,cerrado,
495,tcp,cerrado,RA
495,udp,cerrado,
496,tcp,cerrado,RA
496,udp,cerrado,
497,tcp,cerrado,RA
497,udp,abierto|filtrado,
498,tcp,cerrado,RA
498,udp,cerrado,
499,tcp,cerrado,RA
499,udp,cerrado,
500,tcp,cerrado,RA
500,udp,cerrado,
501,tcp,cerrado,RA
501,udp,cerrado,
502,tcp,cerrado,RA
502,udp,abierto|filtrado,
503,tcp,cerrado,RA
503,udp,cerrado,
504,tcp,cerrado,RA
504,udp,cerrado,
505,tcp,cerrado,RA
505,udp,cerrado,
506,tcp,cerrado,RA
506,udp,abierto|filtrado,
507,tcp,cerrado,RA
507,udp,cerrado,
508,tcp,cerrado,RA
508,udp,cerrado,
509,tcp,cerrado,RA
509,udp,cerrado,
510,tcp,cerrado,RA
510,udp,abierto|filtrado,
511,tcp,cerrado,RA
511,udp,cerrado,
512,tcp,cerrado,RA
512,udp,cerrado,
513,tcp,cerrado,RA
513,udp,cerrado,
514,tcp,cerrado,RA
514,udp,cerrado,
515,tcp,cerrado,RA
515,udp,abierto|filtrado,
516,tcp,cerrado,RA
516,udp,cerrado,
517,tcp,cerrado,RA
517,udp,cerrado,
518,tcp,cerrado,RA
518,udp,cerrado,
519,tcp,cerrado,RA
519,udp,abierto|filtrado,
520,tcp,cerrado,RA
520,udp,cerrado,
521,tcp,cerrado,RA
521,udp,cerrado,
522,tcp,cerrado,RA
522,udp,cerrado,
523,tcp,cerrado,RA
523,udp,cerrado,
524,tcp,cerrado,RA
524,udp,abierto|filtrado,
525,tcp,cerrado,RA
525,udp,cerrado,
526,tcp,cerrado,RA
526,udp,cerrado,
527,tcp,cerrado,RA
527,udp,cerrado,
528,tcp,cerrado,RA
528,udp,abierto|filtrado,
529,tcp,cerrado,RA
529,udp,cerrado,
530,tcp,cerrado,RA
530,udp,cerrado,
531,tcp,cerrado,RA
531,udp,cerrado,
532,tcp,cerrado,RA
532,udp,cerrado,
533,tcp,cerrado,RA
533,udp,abierto|filtrado,
534,tcp,cerrado,RA
534,udp,cerrado,
535,tcp,cerrado,RA
535,udp,cerrado,
536,tcp,cerrado,RA
536,udp,cerrado,
537,tcp,cerrado,RA
537,udp,abierto|filtrado,
538,tcp,cerrado,RA
538,udp,cerrado,
539,tcp,cerrado,RA
539,udp,cerrado,
540,tcp,cerrado,RA
540,udp,cerrado,
541,tcp,cerrado,RA
541,udp,cerrado,
542,tcp,cerrado,RA
